NOMBRE_ENCUESTA,PREGUNTA,RESPUESTAS_POSIBLES,RESPUESTA_CORRECTA,PAIS,RESPUESTA_PAIS
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Emiratos Arabes Unidos      ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Uganda                      ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Rusia                       ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Reino Unido                 ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Estados Unidos              ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Alto Volta                  ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Uruguay                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Vanuatu                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Venezuela                   ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Vietnam                     ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,b. Entre 50 y 100,a. Mas de 100,Samoa Occidental            ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Syria                       ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Tanzania                    ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Tailandia                   ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Togo                        ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Tongo                       ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Trinidad y Tobago           ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Tunisia                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Turquia                     ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Tuvalu                      ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Uganda                      ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Rusia                       ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Emiratos Arabes Unidos      ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Uganda                      ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Rusia                       ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Reino Unido                 ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Estados Unidos              ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Alto Volta                  ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Uruguay                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Vanuatu                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Venezuela                   ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Vietnam                     ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,c. Entre 20 y49,a. Mas de 100,Samoa Occidental            ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Syria                       ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Tanzania                    ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Tailandia                   ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Togo                        ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Tongo                       ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Trinidad y Tobago           ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Tunisia                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Turquia                     ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Tuvalu                      ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Uganda                      ,d
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Rusia                       ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Emiratos Arabes Unidos      ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Uganda                      ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Rusia                       ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Reino Unido                 ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Estados Unidos              ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Alto Volta                  ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Uruguay                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Vanuatu                     ,b
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Venezuela                   ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Vietnam                     ,a
Encuesta de creatividad,¿ Cúantos inventos se han desarrollado en el presente año?,d. Menos de 20,a. Mas de 100,Samoa Occidental            ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Brasil              ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Brunei              ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Afghanistan         ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Albania             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Algeria             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Andorra             ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Angola              ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Antigua y Barbuda   ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Argentina           ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Australia           ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Austria             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Bahamas             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Bahrain             ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Bangladesh          ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Barbados            ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Belgica             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Belize              ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Benin               ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Bhutan              ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,a.Raras veces,a.Raras veces,Bolivia             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Brasil              ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Brunei              ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Afghanistan         ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Albania             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Algeria             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Andorra             ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Angola              ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Antigua y Barbuda   ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Argentina           ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Australia           ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Austria             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Bahamas             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Bahrain             ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Bangladesh          ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Barbados            ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Belgica             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Belize              ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Benin               ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Bhutan              ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,b.Siempre,a.Raras veces,Bolivia             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Brasil              ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Brunei              ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Afghanistan         ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Albania             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Algeria             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Andorra             ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Angola              ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Antigua y Barbuda   ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Argentina           ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Australia           ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Austria             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Bahamas             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Bahrain             ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Bangladesh          ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Barbados            ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Belgica             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Belize              ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Benin               ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Bhutan              ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,c.es inconciente,a.Raras veces,Bolivia             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Brasil              ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Brunei              ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Afghanistan         ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Albania             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Algeria             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Andorra             ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Angola              ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Antigua y Barbuda   ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Argentina           ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Australia           ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Austria             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Bahamas             ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Bahrain             ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Bangladesh          ,b
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Barbados            ,a
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Belgica             ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Belize              ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Benin               ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Bhutan              ,c
Encuesta de Inspiración, ¿Cuando tuvo la experiencia de invenciòn?,d.nunca,a.Raras veces,Bolivia             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Brasil              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Brunei              ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Afghanistan         ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Albania             ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Algeria             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Andorra             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Angola              ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Antigua y Barbuda   ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Argentina           ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Australia           ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Austria             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Bahamas             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Bahrain             ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Bangladesh          ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Barbados            ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Belgica             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Belize              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Benin               ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Bhutan              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,a. En el trabajo,a. En el trabajo,Bolivia             ,d
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Brasil              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Brunei              ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Afghanistan         ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Albania             ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Algeria             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Andorra             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Angola              ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Antigua y Barbuda   ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Argentina           ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Australia           ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Austria             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Bahamas             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Bahrain             ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Bangladesh          ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Barbados            ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Belgica             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Belize              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Benin               ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Bhutan              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,b. En la universidad,a. En el trabajo,Bolivia             ,d
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Brasil              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Brunei              ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Afghanistan         ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Albania             ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Algeria             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Andorra             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Angola              ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Antigua y Barbuda   ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Argentina           ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Australia           ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Austria             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Bahamas             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Bahrain             ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Bangladesh          ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Barbados            ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Belgica             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Belize              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Benin               ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Bhutan              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,c.En su casa,a. En el trabajo,Bolivia             ,d
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Brasil              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Brunei              ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Afghanistan         ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Albania             ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Algeria             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Andorra             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Angola              ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Antigua y Barbuda   ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Argentina           ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Australia           ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Austria             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Bahamas             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Bahrain             ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Bangladesh          ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Barbados            ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Belgica             ,c
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Belize              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Benin               ,b
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Bhutan              ,a
Encuesta de Inspiración, ¿Dónde estaba usted cuando tuvo la experiencia?,d. En cualquier parte,a. En el trabajo,Bolivia             ,d
Encuesta de Inspiración, Estime cuanto tiempo duró la experiencia.,a. Todo el tiempo,a. Todo el tiempo,Brasil              ,a
Encuesta de Inspiración, Estime cuanto tiempo duró la experiencia.,a. Todo el tiempo,a. Todo el tiempo,Brunei              ,b
Encuesta de Inspiración, Estime cuanto tiempo duró la experiencia.,a. Todo el tiempo,a. Todo el tiempo,Afghanistan         ,c
